Meal_ID,Meal_Name,Cuisine,Calories,Protein,Carbohydrates,Fat,Fiber,Cost,Is_Vegetarian,Meal_Type,Prep_Time,Base_Rating
1288,Oats with Fruits & Nuts,Mexican,578,25,74,20,9,117,1,Breakfast,6,4.8
1289,Baked Paneer & Pasta Bowl with Broccoli,Asian,477,29,49,18,5,98,1,Dinner,16,4.4
1290,Pasta with Salad,Mediterranean,585,17,93,16,13,119,1,Breakfast,12,4.1
1291,Mild Beef & Quinoa Bowl with Spinach,Asian,393,51,22,11,7,108,0,Dinner,7,4.1
1292,Fried Turkey & Oats Bowl with Spinach,Italian,644,30,88,19,7,140,0,Dinner,34,3.6
1293,Grilled Paneer & Potato Bowl with Broccoli,Indian,404,34,33,15,12,40,1,Lunch,8,4.6
1294,Fried Beans & Pasta Bowl with Broccoli,Indian,723,30,105,20,14,108,1,Dinner,13,4.7
1295,Mild Tofu & Quinoa Bowl with Spinach,Mediterranean,565,18,100,10,9,59,1,Lunch,12,3.8
1296,Creamy Turkey & Wrap Bowl with Mushroom,Mexican,544,43,59,15,3,137,0,Lunch,34,3.8
1297,Spicy Turkey & Wrap Bowl with Salad,Indian,379,26,5,28,12,97,0,Dinner,22,4.3
1298,Oats with Salad,American,537,39,66,13,8,64,1,Breakfast,16,4.4
1299,Grilled Fish Bites,Mediterranean,165,26,1,6,1,59,0,Snack,4,4.3
1300,Grilled Pork Bites,Mexican,238,24,28,3,4,54,0,Snack,7,4.6
1301,Pasta with Mushroom,Asian,373,24,53,7,8,89,1,Breakfast,6,4.3
1302,Grilled Fish Bites,American,219,22,12,9,3,76,0,Snack,7,3.7
1303,Greek Yogurt with Honey,Mediterranean,400,20,41,17,4,79,0,Snack,3,3.7
1304,Mild Beef with Oats,Asian,535,40,46,21,8,91,0,Breakfast,25,4.6
1305,Roasted Lentils,Asian,208,15,23,6,5,31,1,Snack,6,3.7
1306,Pasta with Mixed Veggies,Mediterranean,620,27,101,12,8,116,1,Breakfast,44,4.1
1307,Roasted Beans,Mediterranean,267,13,44,4,6,42,1,Snack,7,5.0
1308,Grilled Egg Bites,Mexican,272,31,32,2,4,72,0,Snack,3,4.6
1309,Roasted Beans,American,259,4,47,6,5,26,1,Snack,5,4.0
1310,Baked Fish with Potato,Italian,373,20,23,22,5,147,0,Breakfast,44,4.6
1311,Greek Yogurt with Honey,Indian,243,28,12,9,2,47,0,Snack,8,3.9
1312,Fried Egg & Wrap Bowl with Mushroom,Asian,1118,32,171,34,8,158,0,Dinner,28,3.6
1313,Grilled Fish Bites,Italian,149,22,6,4,2,91,0,Snack,8,3.6
1314,Roasted Fish with Quinoa,Mediterranean,496,30,55,17,3,134,0,Breakfast,12,3.9
1315,Spicy Chickpeas & Wrap Bowl with Broccoli,Mediterranean,526,44,40,21,13,73,1,Dinner,29,4.9
1316,Greek Yogurt with Honey,Mediterranean,267,18,19,13,2,48,0,Snack,6,4.4
1317,Greek Yogurt with Honey,Italian,218,11,36,3,6,38,1,Snack,5,4.4
1318,Greek Yogurt with Honey,American,371,13,34,20,5,28,1,Snack,9,4.2
1319,Bread with Salad,Mediterranean,544,39,61,16,6,77,1,Breakfast,23,3.9
1320,Greek Yogurt with Honey,Mexican,186,29,13,2,2,74,0,Snack,6,3.9
1321,Mild Tofu & Bread Bowl with Broccoli,Indian,439,21,41,21,15,104,1,Dinner,26,3.6
1322,Mild Pork & Rice Bowl with Mixed Veggies,Asian,379,42,3,22,6,184,0,Dinner,35,3.9
1323,Grilled Fish Bites,Mediterranean,210,32,4,7,4,42,0,Snack,3,3.5
1324,Spicy Egg & Potato Bowl with Mixed Veggies,Mexican,316,34,9,16,4,116,0,Lunch,20,4.2
1325,Creamy Beef & Oats Bowl with Spinach,Indian,1041,52,134,33,7,111,0,Dinner,13,4.6
1326,Creamy Chicken & Potato Bowl with Mushroom,Asian,974,45,133,29,12,104,0,Dinner,17,4.0
1327,Greek Yogurt with Honey,Italian,357,23,23,19,3,63,0,Snack,8,4.0
1328,Baked Lentils & Quinoa Bowl with Broccoli,Asian,734,17,105,27,10,84,1,Dinner,10,4.9
1329,Mild Beans & Quinoa Bowl with Mushroom,Italian,657,25,83,25,10,98,1,Dinner,13,4.6
1330,Roasted Paneer & Wrap Bowl with Mushroom,Asian,498,22,80,10,9,57,1,Dinner,8,4.8
1331,Grilled Chicken & Bread Bowl with Spinach,Indian,741,50,88,21,14,107,0,Dinner,13,4.0
1332,Creamy Beans & Potato Bowl with Mushroom,Mediterranean,607,36,57,26,15,76,1,Lunch,39,4.4
1333,Creamy Tofu & Wrap Bowl with Broccoli,Italian,725,39,68,33,7,70,1,Lunch,24,3.7
1334,Roasted Tofu,Mexican,120,9,14,3,3,45,1,Snack,4,4.2
1335,Baked Turkey & Quinoa Bowl with Spinach,Asian,506,49,48,13,10,82,0,Lunch,41,4.9
1336,Greek Yogurt with Honey,American,208,22,18,5,1,58,0,Snack,7,3.5
1337,Creamy Pork & Quinoa Bowl with Salad,Mexican,742,29,104,23,3,115,0,Lunch,7,4.9
1338,Oats with Fruits & Nuts,Mediterranean,746,25,105,25,11,90,1,Breakfast,12,4.3
1339,Spicy Chicken with Bread,Mexican,515,52,47,13,2,83,0,Breakfast,18,3.6
1340,Baked Lentils & Potato Bowl with Spinach,American,481,15,55,22,12,68,1,Dinner,10,4.2
1341,Fried Beans & Wrap Bowl with Mixed Veggies,Mediterranean,757,39,98,23,15,60,1,Dinner,33,4.7
1342,Grilled Turkey with Rice,Mexican,443,38,36,16,5,148,0,Breakfast,15,5.0
1343,Mild Tofu & Potato Bowl with Mushroom,Asian,432,31,47,13,12,78,1,Lunch,29,4.3
1344,Spicy Lentils & Potato Bowl with Broccoli,Mediterranean,400,31,17,23,9,119,1,Dinner,37,3.6
1345,Grilled Pork Bites,Italian,142,22,0,6,1,59,0,Snack,5,4.5
1346,Baked Chickpeas & Wrap Bowl with Broccoli,Asian,539,19,75,18,5,49,1,Lunch,13,4.7
1347,Grilled Fish Bites,Italian,283,23,16,14,2,75,0,Snack,4,4.3
1348,Fried Beef with Pasta,Italian,522,41,40,22,6,134,0,Breakfast,18,3.9
1349,Roasted Chickpeas,Asian,148,15,6,7,6,27,1,Snack,8,4.2
1350,Creamy Chickpeas & Potato Bowl with Spinach,Mexican,1193,45,161,41,16,100,1,Dinner,34,3.5
1351,Baked Tofu & Oats Bowl with Salad,American,567,29,99,6,6,55,1,Lunch,39,4.5
1352,Fried Fish & Wrap Bowl with Mushroom,American,735,30,81,32,9,148,0,Lunch,27,4.0
1353,Grilled Lentils & Bread Bowl with Mixed Veggies,Mediterranean,837,37,136,16,18,58,1,Dinner,7,4.2
1354,Grilled Turkey Bites,Mediterranean,273,26,28,6,1,69,0,Snack,6,4.6
1355,Mild Paneer & Bread Bowl with Broccoli,American,404,42,45,6,8,141,1,Dinner,35,4.4
1356,Oats with Fruits & Nuts,American,583,28,68,22,7,82,1,Breakfast,43,4.9
1357,Spicy Beef with Oats,Mediterranean,368,36,17,17,9,139,0,Breakfast,39,4.1
1358,Grilled Chicken Bites,Italian,212,29,3,9,2,74,0,Snack,8,4.5
1359,Fried Paneer & Wrap Bowl with Mushroom,Indian,937,14,125,42,8,117,1,Dinner,36,4.4
1360,Fried Chickpeas & Potato Bowl with Spinach,Indian,745,44,77,29,13,100,1,Dinner,27,4.4
1361,Creamy Tofu & Rice Bowl with Mushroom,Mediterranean,797,15,128,25,7,71,1,Dinner,23,4.1
1362,Grilled Beef with Pasta,Mexican,466,34,69,6,10,98,0,Breakfast,16,3.5
1363,Baked Beans & Bread Bowl with Mixed Veggies,Mediterranean,386,16,42,17,8,111,1,Lunch,12,3.9
1364,Grilled Turkey Bites,Asian,394,18,44,16,4,79,0,Snack,8,3.6
1365,Oats with Fruits & Nuts,American,559,26,89,11,9,85,1,Breakfast,17,4.4
1366,Roasted Chickpeas,Italian,194,14,21,6,6,46,1,Snack,8,4.7
1367,Grilled Chicken Bites,Indian,198,26,10,6,3,89,0,Snack,9,4.2
1368,Roasted Beef & Oats Bowl with Mixed Veggies,American,448,50,12,22,10,94,0,Lunch,19,3.6
1369,Fried Beef with Oats,American,732,33,116,15,3,132,0,Breakfast,34,4.7
1370,Greek Yogurt with Honey,Indian,232,19,25,6,2,73,0,Snack,3,4.0
1371,Grilled Chicken & Rice Bowl with Broccoli,Mediterranean,555,57,66,7,9,155,0,Dinner,13,3.9
1372,Fried Chicken with Wrap,Italian,802,58,81,27,2,119,0,Breakfast,41,4.7
1373,Grilled Turkey Bites,Italian,226,26,12,8,2,89,0,Snack,7,4.7
1374,Greek Yogurt with Honey,Mediterranean,308,6,35,16,7,34,1,Snack,8,4.6
1375,Potato with Broccoli,Mediterranean,624,21,117,8,6,46,1,Breakfast,15,4.3
1376,Grilled Chicken Bites,Mexican,224,30,21,2,2,69,0,Snack,4,4.2
1377,Quinoa with Broccoli,Mediterranean,547,34,60,19,10,91,1,Breakfast,14,3.8
1378,Fried Chickpeas & Rice Bowl with Mushroom,Indian,928,27,146,26,12,69,1,Dinner,20,4.8
1379,Greek Yogurt with Honey,Asian,178,9,15,9,6,40,1,Snack,3,4.4
1380,Roasted Tofu,American,348,9,42,16,7,34,1,Snack,5,3.7
1381,Creamy Paneer & Rice Bowl with Salad,Mediterranean,724,46,69,29,12,143,1,Dinner,9,4.5
1382,Mild Turkey & Pasta Bowl with Salad,Mediterranean,608,43,88,9,4,134,0,Lunch,39,4.3
1383,Oats with Fruits & Nuts,Mediterranean,794,26,111,27,12,64,1,Breakfast,40,4.5
1384,Greek Yogurt with Honey,American,204,20,26,2,1,80,0,Snack,8,3.7
1385,Baked Beans & Quinoa Bowl with Spinach,Asian,751,23,133,14,16,106,1,Dinner,20,4.9
1386,Grilled Egg Bites,American,239,21,29,4,4,62,0,Snack,8,4.0
1387,Roasted Paneer & Quinoa Bowl with Mixed Veggies,Asian,504,34,40,23,9,92,1,Lunch,17,4.3
1388,Roasted Paneer & Wrap Bowl with Salad,Mediterranean,532,33,64,16,12,52,1,Dinner,29,4.2
1389,Roasted Paneer & Potato Bowl with Mushroom,Mexican,500,13,98,6,12,101,1,Lunch,41,5.0
1390,Bread with Mixed Veggies,Mediterranean,426,18,63,11,12,46,1,Breakfast,39,4.5
1391,Spicy Beef with Potato,Indian,694,57,69,21,11,130,0,Breakfast,17,4.3
1392,Greek Yogurt with Honey,Mediterranean,250,28,14,9,4,86,0,Snack,9,4.1
1393,Fried Pork & Pasta Bowl with Spinach,Indian,581,51,53,18,2,122,0,Lunch,17,3.7
1394,Spicy Tofu & Pasta Bowl with Salad,Mediterranean,378,37,12,20,8,40,1,Lunch,44,4.4
1395,Roasted Beef & Wrap Bowl with Mixed Veggies,Asian,503,43,62,9,2,97,0,Dinner,43,4.4
1396,Mild Beans & Potato Bowl with Spinach,Italian,380,24,12,26,10,119,1,Dinner,42,4.5
1397,Roasted Paneer,Indian,276,7,55,3,8,23,1,Snack,4,4.5
1398,Creamy Fish & Bread Bowl with Mixed Veggies,Mexican,703,37,73,29,2,100,0,Lunch,31,4.5
1399,Roasted Pork & Quinoa Bowl with Mushroom,Indian,476,51,18,22,4,73,0,Lunch,23,3.7
1400,Grilled Chickpeas & Quinoa Bowl with Salad,Indian,738,13,131,18,13,68,1,Dinner,31,3.5
1401,Spicy Chickpeas & Potato Bowl with Mushroom,Italian,689,29,98,20,9,86,1,Lunch,29,4.7
1402,Baked Chickpeas & Bread Bowl with Mushroom,Mediterranean,492,40,17,29,14,85,1,Dinner,8,3.9
1403,Grilled Fish Bites,Mexican,276,27,26,7,1,73,0,Snack,6,4.1
1404,Grilled Beef Bites,Italian,379,24,23,21,4,78,0,Snack,5,4.2
1405,Spicy Chickpeas & Quinoa Bowl with Mushroom,American,422,17,43,20,7,66,1,Lunch,36,4.3
1406,Grilled Turkey Bites,Indian,300,21,20,15,1,92,0,Snack,6,4.7
1407,Creamy Chickpeas & Pasta Bowl with Mixed Veggies,Indian,678,19,92,26,12,63,1,Dinner,22,3.8
1408,Baked Beef & Pasta Bowl with Broccoli,American,501,39,45,18,6,156,0,Lunch,9,4.2
1409,Greek Yogurt with Honey,Mexican,277,18,46,2,4,74,0,Snack,9,4.7
1410,Mild Beef & Oats Bowl with Spinach,Asian,401,48,20,14,7,114,0,Lunch,18,3.9
1411,Oats with Fruits & Nuts,Mexican,393,23,52,10,12,93,1,Breakfast,37,4.1
1412,Oats with Spinach,Mediterranean,683,10,131,13,4,40,1,Breakfast,15,4.4
1413,Creamy Lentils & Rice Bowl with Spinach,American,912,22,127,35,5,72,1,Lunch,34,3.6
1414,Wrap with Salad,Asian,662,25,95,20,13,81,1,Breakfast,44,4.7
1415,Roasted Chickpeas,Mexican,190,6,25,7,3,27,1,Snack,3,4.8
1416,Roasted Paneer,Asian,199,4,36,4,4,23,1,Snack,4,3.7
1417,Grilled Fish Bites,Mexican,239,26,18,7,4,85,0,Snack,8,4.8
1418,Wrap with Mushroom,Mexican,382,28,22,20,8,73,1,Breakfast,35,4.0
1419,Grilled Turkey & Wrap Bowl with Broccoli,Indian,470,36,45,16,8,169,0,Dinner,26,4.5
1420,Fried Paneer & Pasta Bowl with Salad,American,683,17,97,25,7,99,1,Dinner,13,3.8
1421,Grilled Turkey & Potato Bowl with Spinach,Mexican,631,35,71,23,2,84,0,Lunch,10,4.9
1422,Greek Yogurt with Honey,American,447,34,35,19,4,43,0,Snack,4,4.0
1423,Roasted Tofu,Indian,339,11,46,12,8,45,1,Snack,9,4.3
1424,Roasted Egg with Rice,Italian,598,33,62,24,9,113,0,Breakfast,18,3.9
1425,Fried Lentils & Bread Bowl with Broccoli,Mediterranean,459,11,65,17,11,80,1,Lunch,38,3.9
1426,Spicy Beans & Wrap Bowl with Salad,Asian,607,37,94,9,4,98,1,Lunch,41,4.2
1427,Fried Beef & Pasta Bowl with Broccoli,Indian,651,33,57,32,12,129,0,Dinner,28,4.1
1428,Oats with Fruits & Nuts,American,537,24,63,21,5,113,1,Breakfast,27,4.7
1429,Roasted Beans,Mexican,253,9,45,4,5,39,1,Snack,9,4.5
1430,Creamy Turkey with Quinoa,Mediterranean,717,39,72,30,9,144,0,Breakfast,9,3.6
1431,Oats with Fruits & Nuts,Mediterranean,717,34,86,26,9,74,1,Breakfast,31,3.6
1432,Grilled Fish Bites,Italian,191,24,12,5,3,85,0,Snack,7,4.8
1433,Grilled Fish Bites,American,164,34,0,3,3,84,0,Snack,3,4.3
1434,Fried Egg & Bread Bowl with Spinach,Mexican,886,57,108,25,7,154,0,Dinner,32,4.9
1435,Roasted Beans & Oats Bowl with Broccoli,Italian,637,36,71,23,7,130,1,Dinner,34,4.2
1436,Roasted Lentils & Bread Bowl with Salad,Asian,664,42,65,26,9,80,1,Dinner,40,4.2
1437,Spicy Beef & Oats Bowl with Spinach,Indian,634,46,78,15,6,103,0,Dinner,39,4.7
1438,Pasta with Broccoli,Italian,302,11,12,23,6,83,1,Breakfast,20,3.9
1439,Oats with Fruits & Nuts,Mexican,464,18,59,17,5,49,1,Breakfast,9,4.7
1440,Roasted Paneer,Indian,439,5,55,22,8,36,1,Snack,6,4.0
1441,Fried Fish with Potato,Mediterranean,569,56,21,29,10,84,0,Breakfast,10,4.8
1442,Creamy Beef & Potato Bowl with Mixed Veggies,American,884,49,97,33,6,165,0,Dinner,20,4.6
1443,Fried Egg with Pasta,Mediterranean,591,49,47,23,3,151,0,Breakfast,37,4.4
1444,Grilled Beef & Pasta Bowl with Mushroom,Indian,712,38,117,10,3,89,0,Dinner,26,4.5
1445,Creamy Fish & Rice Bowl with Mixed Veggies,American,858,66,69,35,12,102,0,Dinner,42,4.5
1446,Grilled Pork & Bread Bowl with Mixed Veggies,Indian,538,51,34,22,11,93,0,Lunch,9,4.1
1447,Grilled Tofu & Bread Bowl with Broccoli,Indian,568,22,108,5,10,119,1,Lunch,35,4.0
1448,Oats with Fruits & Nuts,Mediterranean,545,31,64,18,13,117,1,Breakfast,38,4.6
1449,Fried Egg & Rice Bowl with Mushroom,Asian,880,32,127,27,10,75,0,Lunch,11,4.0
1450,Grilled Fish Bites,Mediterranean,224,30,12,6,1,77,0,Snack,6,3.6
1451,Creamy Beef & Bread Bowl with Broccoli,Italian,1101,49,138,39,12,103,0,Dinner,35,3.9
1452,Spicy Turkey & Oats Bowl with Broccoli,Indian,373,41,5,21,6,135,0,Lunch,5,4.9
1453,Roasted Chickpeas,Mexican,183,13,12,9,5,27,1,Snack,4,4.0
1454,Mild Paneer & Oats Bowl with Mushroom,Indian,675,43,80,20,12,130,1,Dinner,13,3.7
1455,Mild Pork & Wrap Bowl with Mushroom,Asian,511,50,64,6,3,137,0,Lunch,19,4.3
1456,Roasted Paneer & Quinoa Bowl with Mushroom,American,639,25,98,16,12,64,1,Lunch,21,4.4
1457,Roasted Paneer,Italian,121,7,18,2,6,21,1,Snack,3,4.0
1458,Roasted Pork with Potato,American,354,36,18,15,7,128,0,Breakfast,6,3.9
1459,Creamy Beans & Potato Bowl with Salad,Mexican,719,19,75,38,10,134,1,Dinner,31,3.9
1460,Roasted Lentils,Indian,219,11,39,2,5,28,1,Snack,2,3.7
1461,Grilled Turkey & Rice Bowl with Broccoli,Italian,668,29,88,22,8,114,0,Lunch,11,4.1
1462,Creamy Egg & Pasta Bowl with Mixed Veggies,American,590,38,64,20,7,169,0,Dinner,30,4.9
1463,Grilled Pork Bites,Italian,348,23,19,20,3,56,0,Snack,7,3.7
1464,Mild Pork & Quinoa Bowl with Mushroom,Asian,479,51,23,20,4,160,0,Lunch,30,4.7
1465,Creamy Paneer & Potato Bowl with Salad,Asian,971,24,137,36,13,92,1,Dinner,11,3.6
1466,Oats with Mixed Veggies,Mexican,613,26,104,10,8,51,1,Breakfast,37,4.1
1467,Spicy Beans & Pasta Bowl with Mushroom,Italian,830,14,146,21,7,106,1,Dinner,43,4.6
1468,Creamy Turkey & Oats Bowl with Spinach,Mexican,664,25,80,27,5,95,0,Lunch,13,4.5
1469,Roasted Beef with Potato,American,468,48,26,19,7,66,0,Breakfast,30,3.7
1470,Grilled Beef Bites,Mexican,385,17,45,15,2,78,0,Snack,9,3.8
1471,Fried Chickpeas & Bread Bowl with Salad,Italian,551,33,57,21,5,70,1,Lunch,41,3.9
1472,Greek Yogurt with Honey,Asian,422,29,31,20,1,71,0,Snack,5,3.9
1473,Oats with Fruits & Nuts,Indian,385,18,49,13,6,77,1,Breakfast,11,4.3
1474,Bread with Salad,Mexican,386,17,48,14,9,52,1,Breakfast,40,4.9
1475,Creamy Beef & Bread Bowl with Mushroom,Asian,641,54,63,19,13,172,0,Dinner,40,4.4
1476,Oats with Fruits & Nuts,Mediterranean,310,31,35,5,12,44,1,Breakfast,7,4.9
1477,Roasted Beef & Pasta Bowl with Mushroom,Indian,671,34,106,12,5,138,0,Dinner,5,4.5
1478,Grilled Pork with Bread,Italian,386,30,26,18,8,149,0,Breakfast,40,4.3
1479,Oats with Fruits & Nuts,Mexican,437,16,64,13,8,55,1,Breakfast,42,4.2
1480,Spicy Beans & Bread Bowl with Salad,American,432,10,55,19,7,69,1,Lunch,24,5.0
1481,Potato with Broccoli,American,555,26,83,13,14,46,1,Breakfast,10,4.1
1482,Roasted Pork & Rice Bowl with Mixed Veggies,Mediterranean,556,45,37,25,6,155,0,Dinner,39,3.5
1483,Mild Chicken & Pasta Bowl with Salad,Italian,396,30,3,29,12,128,0,Dinner,32,4.5
1484,Grilled Beans & Bread Bowl with Spinach,Italian,615,21,119,6,7,45,1,Lunch,31,4.1
1485,Roasted Beans,American,397,11,50,17,5,44,1,Snack,4,3.6
1486,Oats with Fruits & Nuts,Mexican,466,20,47,22,12,68,1,Breakfast,33,3.6
1487,Pasta with Mushroom,Indian,910,12,154,27,14,98,1,Breakfast,5,4.2
1488,Roasted Paneer,Mediterranean,146,14,18,2,5,30,1,Snack,3,4.2
1489,Roasted Tofu,Mexican,202,15,22,6,4,47,1,Snack,7,4.1
1490,Greek Yogurt with Honey,Mediterranean,229,20,26,5,4,55,0,Snack,5,4.8
1491,Fried Paneer & Wrap Bowl with Mixed Veggies,American,833,15,125,30,12,58,1,Dinner,24,4.9
1492,Potato with Spinach,American,618,10,92,23,7,107,1,Breakfast,27,4.5
1493,Mild Beans & Rice Bowl with Broccoli,Indian,403,29,42,13,13,113,1,Dinner,8,4.3
1494,Fried Fish & Wrap Bowl with Spinach,Italian,1014,51,126,34,6,140,0,Dinner,10,3.5
1495,Roasted Beef & Quinoa Bowl with Broccoli,Mexican,426,40,12,24,13,177,0,Dinner,15,3.9
1496,Spicy Beans & Potato Bowl with Spinach,Asian,485,31,40,22,14,92,1,Dinner,37,4.2
1497,Grilled Egg Bites,Indian,241,22,18,9,1,88,0,Snack,2,4.8
1498,Spicy Turkey & Rice Bowl with Broccoli,Mediterranean,586,41,85,9,4,96,0,Lunch,29,3.6
1499,Roasted Beans,Indian,143,8,9,8,6,29,1,Snack,3,4.8
1500,Mild Egg with Potato,Asian,477,39,64,7,5,75,0,Breakfast,6,4.5
1501,Greek Yogurt with Honey,Asian,391,6,49,19,5,16,1,Snack,3,4.0
1502,Baked Fish & Quinoa Bowl with Salad,Asian,484,61,15,20,12,114,0,Dinner,33,4.8
1503,Pasta with Salad,Indian,490,20,57,20,11,44,1,Breakfast,18,4.4
1504,Fried Chicken & Bread Bowl with Mushroom,Mexican,893,27,142,24,6,155,0,Lunch,20,4.2
1505,Baked Fish & Wrap Bowl with Salad,Italian,605,44,57,22,3,115,0,Lunch,44,4.8
1506,Rice with Salad,Mexican,313,11,26,18,13,67,1,Breakfast,26,4.8
1507,Mild Chickpeas & Wrap Bowl with Broccoli,Italian,437,26,29,24,10,71,1,Dinner,42,4.3
1508,Fried Beans & Wrap Bowl with Mushroom,Indian,717,10,117,23,11,101,1,Lunch,42,4.9
1509,Oats with Fruits & Nuts,Italian,537,18,93,10,15,62,1,Breakfast,39,4.8
1510,Rice with Mixed Veggies,Asian,524,38,45,21,11,118,1,Breakfast,10,4.6
1511,Fried Chickpeas & Wrap Bowl with Mushroom,Indian,741,25,88,32,11,118,1,Dinner,21,4.7
1512,Baked Chickpeas & Oats Bowl with Mixed Veggies,Mexican,520,18,94,8,10,143,1,Dinner,15,4.5
1513,Fried Paneer & Quinoa Bowl with Spinach,Mexican,661,21,63,36,4,67,1,Lunch,15,4.3
1514,Roasted Chickpeas & Oats Bowl with Mixed Veggies,Indian,431,36,38,15,13,118,1,Lunch,41,4.5
1515,Roasted Fish & Potato Bowl with Salad,American,438,53,38,8,5,123,0,Lunch,43,4.8
1516,Spicy Beef with Wrap,Mexican,419,58,24,10,6,131,0,Breakfast,11,4.8
1517,Mild Fish & Quinoa Bowl with Mushroom,Italian,330,41,30,5,10,99,0,Lunch,27,5.0
1518,Mild Beans & Bread Bowl with Salad,Italian,558,29,72,17,5,52,1,Lunch,42,3.6
1519,Greek Yogurt with Honey,Asian,416,14,49,18,1,52,0,Snack,5,3.7
1520,Mild Paneer & Bread Bowl with Mixed Veggies,Mexican,677,24,111,15,6,58,1,Lunch,18,4.9
1521,Spicy Tofu & Pasta Bowl with Mixed Veggies,Indian,361,38,29,10,11,60,1,Lunch,20,4.2
1522,Mild Pork with Wrap,Italian,345,51,6,13,6,69,0,Breakfast,40,4.3
1523,Rice with Mixed Veggies,Italian,543,21,87,12,10,114,1,Breakfast,25,4.3
1524,Baked Paneer & Pasta Bowl with Mixed Veggies,American,463,47,12,25,11,85,1,Dinner,21,4.8
1525,Fried Chicken with Rice,American,772,47,105,18,7,137,0,Breakfast,42,3.6
1526,Greek Yogurt with Honey,Italian,243,15,32,6,5,31,1,Snack,6,4.5
1527,Grilled Beans & Quinoa Bowl with Salad,Mexican,813,45,122,16,10,79,1,Dinner,14,4.0
1528,Fried Fish with Rice,Indian,786,21,137,17,6,134,0,Breakfast,25,4.7
1529,Grilled Chicken Bites,American,219,27,18,4,1,50,0,Snack,4,5.0
1530,Creamy Tofu & Rice Bowl with Spinach,Indian,919,39,107,37,9,107,1,Dinner,11,4.8
1531,Oats with Fruits & Nuts,American,617,22,112,9,5,65,1,Breakfast,16,4.2
1532,Spicy Beans & Wrap Bowl with Spinach,American,694,26,86,27,11,66,1,Dinner,16,3.5
1533,Creamy Beans & Wrap Bowl with Mixed Veggies,Asian,810,28,82,41,6,56,1,Dinner,19,3.6
1534,Fried Fish with Potato,Italian,842,48,97,29,9,89,0,Breakfast,20,3.6
1535,Greek Yogurt with Honey,Mediterranean,334,20,36,12,0,80,0,Snack,6,3.8
1536,Roasted Beans,Italian,350,5,44,17,8,25,1,Snack,8,3.8
1537,Greek Yogurt with Honey,Italian,251,18,24,9,4,68,0,Snack,3,5.0
1538,Roasted Turkey & Oats Bowl with Salad,Italian,695,41,87,20,7,110,0,Lunch,15,4.1
1539,Greek Yogurt with Honey,Mexican,331,13,36,15,6,30,1,Snack,4,4.2
1540,Grilled Beef Bites,Mediterranean,192,25,18,2,1,69,0,Snack,6,4.5
1541,Greek Yogurt with Honey,Mediterranean,166,24,4,6,2,55,0,Snack,2,3.6
1542,Grilled Beef Bites,Indian,196,22,11,7,3,88,0,Snack,5,4.8
1543,Greek Yogurt with Honey,Mexican,431,6,63,17,5,39,1,Snack,6,3.9
1544,Grilled Chicken & Oats Bowl with Broccoli,Mediterranean,379,37,46,5,9,138,0,Lunch,19,4.2
1545,Mild Chicken & Pasta Bowl with Spinach,Indian,699,37,83,24,8,112,0,Lunch,13,4.3
1546,Grilled Fish & Potato Bowl with Salad,Mexican,411,55,23,11,5,125,0,Dinner,17,3.7
1547,Creamy Paneer & Potato Bowl with Broccoli,Indian,868,45,86,38,6,105,1,Dinner,8,4.3
1548,Mild Turkey & Wrap Bowl with Salad,Italian,438,54,24,14,8,68,0,Lunch,5,3.7
1549,Creamy Beans & Potato Bowl with Salad,American,845,11,117,37,12,51,1,Lunch,42,4.1
1550,Spicy Beef & Wrap Bowl with Mixed Veggies,Mediterranean,688,41,65,29,4,107,0,Dinner,25,3.8
1551,Grilled Pork Bites,Mexican,265,28,29,4,0,67,0,Snack,2,4.5
1552,Mild Paneer & Pasta Bowl with Spinach,Asian,737,19,122,19,15,120,1,Dinner,32,4.5
1553,Greek Yogurt with Honey,Indian,224,11,27,8,2,25,1,Snack,7,4.3
1554,Grilled Beef & Bread Bowl with Broccoli,Mexican,484,52,35,15,9,87,0,Dinner,16,3.6
1555,Pasta with Broccoli,Italian,415,16,36,23,7,40,1,Breakfast,5,4.0
1556,Quinoa with Mixed Veggies,Indian,470,31,57,13,12,73,1,Breakfast,19,3.7
1557,Fried Lentils & Pasta Bowl with Mushroom,Italian,840,34,99,34,5,104,1,Lunch,23,4.5
1558,Grilled Chicken & Bread Bowl with Broccoli,Mexican,726,36,118,12,11,97,0,Dinner,18,3.6
1559,Greek Yogurt with Honey,Indian,246,29,25,3,2,82,0,Snack,3,4.9
1560,Oats with Fruits & Nuts,American,534,37,49,21,14,48,1,Breakfast,28,3.6
1561,Spicy Paneer & Rice Bowl with Mixed Veggies,Indian,428,33,31,19,13,61,1,Dinner,29,4.2
1562,Grilled Chicken Bites,American,185,27,12,3,4,86,0,Snack,6,4.2
1563,Roasted Chickpeas & Rice Bowl with Broccoli,Indian,568,34,90,8,15,100,1,Dinner,17,4.7
1564,Oats with Fruits & Nuts,Indian,375,28,20,20,9,45,1,Breakfast,13,3.6
1565,Roasted Tofu & Wrap Bowl with Spinach,American,410,35,51,7,13,108,1,Lunch,13,3.9
1566,Quinoa with Broccoli,Mediterranean,640,35,75,22,14,87,1,Breakfast,16,4.6
1567,Grilled Turkey Bites,Mexican,425,31,23,23,2,76,0,Snack,4,3.7
1568,Spicy Beef & Oats Bowl with Spinach,Italian,704,62,100,6,12,95,0,Dinner,27,5.0
