temperature_c,rainfall_mm,humidity_pct,soil_moisture,soil_n_mgkg,soil_p_mgkg,soil_k_mgkg,soil_ph,crop_type,leaf_spot,wilting,pest_damage,previous_yield_tpha,disease_risk,yield_loss_pct,expected_yield_tpha,yield_risk
26.98,80.29,73.25,0.331,94.58,5.0,34.76,7.15,Cotton,0,0,0,5.77,Low,18.72,4.36,Medium
32.23,21.2,83.09,0.335,54.68,25.47,53.04,5.96,Maize,0,0,0,4.72,Low,1.84,4.54,Low
32.94,45.9,50.92,0.327,42.52,32.34,36.96,6.48,Rice,0,0,0,4.13,Low,11.83,3.77,Medium
28.01,73.95,56.37,0.581,51.87,30.73,45.22,5.5,Rice,0,0,0,5.32,Low,4.55,4.96,Low
24.5,159.19,70.04,0.689,56.66,56.23,60.73,6.09,Rice,0,0,1,5.27,Medium,14.52,4.8,Medium
29.43,101.91,67.76,0.427,52.28,30.64,37.52,6.3,Cotton,0,0,0,4.88,Low,18.27,3.98,Medium
24.36,52.23,71.96,0.369,54.44,48.57,59.83,6.49,Wheat,1,0,1,4.31,Medium,10.15,3.89,Medium
26.99,43.11,83.18,0.314,29.02,37.77,60.33,6.84,Maize,1,0,0,3.99,Medium,11.1,3.75,Medium
31.93,178.87,43.29,0.625,37.67,37.49,63.82,7.51,Maize,0,0,0,5.2,Low,7.93,4.76,Low
24.21,83.62,81.63,0.367,52.31,27.98,50.11,7.01,Maize,0,0,0,4.94,Low,4.61,4.74,Low
31.03,6.71,68.12,0.266,52.03,37.29,96.62,7.17,Rice,0,0,0,3.91,Low,11.54,3.62,Medium
30.39,87.0,65.15,0.502,44.81,28.82,63.82,7.51,Cotton,0,0,0,5.02,Low,5.86,4.46,Low
22.23,139.82,47.4,0.414,51.81,40.04,52.87,6.9,Wheat,0,0,0,4.73,Low,10.62,4.17,Medium
31.87,42.16,75.04,0.347,56.1,35.17,34.86,6.47,Maize,1,0,0,5.14,Medium,8.68,4.84,Low
30.49,97.25,34.2,0.259,71.01,26.66,46.54,7.21,Maize,0,1,0,4.78,Medium,6.77,4.47,Low
27.51,102.9,77.08,0.494,53.21,49.9,69.39,7.25,Maize,0,0,0,4.69,Low,7.08,4.62,Low
23.19,44.0,47.11,0.547,62.18,43.12,73.64,6.95,Cotton,0,1,1,5.07,Low,1.73,4.7,Low
22.7,188.18,68.75,0.598,45.25,32.62,70.17,5.48,Rice,0,0,0,4.91,Medium,20.07,3.62,Medium
24.31,103.98,66.33,0.571,65.3,39.75,59.78,5.91,Wheat,0,0,0,5.82,Low,1.88,5.85,Low
29.71,73.71,84.37,0.304,61.76,36.99,29.17,6.31,Wheat,0,0,0,4.76,Low,3.85,4.73,Low
22.22,83.97,65.5,0.424,70.58,27.59,55.31,7.05,Wheat,0,0,0,4.95,Low,9.65,4.43,Low
29.19,38.11,58.28,0.251,67.84,38.85,29.38,6.49,Rice,0,0,0,4.96,Low,5.65,4.75,Low
20.79,36.95,60.91,0.322,65.6,30.55,25.69,7.3,Rice,0,1,0,4.12,Low,1.93,4.18,Low
25.98,69.32,85.82,0.46,53.23,26.66,51.59,7.42,Rice,0,0,0,4.21,Medium,26.16,2.97,High
27.55,72.15,75.51,0.397,59.41,18.53,55.85,7.34,Wheat,0,0,0,4.97,Low,3.99,4.64,Low
39.23,80.53,62.6,0.255,74.14,33.7,61.55,7.34,Wheat,1,0,0,4.41,Medium,13.21,3.86,Medium
20.11,197.65,64.69,0.406,43.26,44.8,55.46,5.77,Maize,0,0,0,4.74,Low,7.16,4.57,Low
34.36,135.45,46.06,0.324,43.69,29.66,55.97,6.84,Maize,0,0,1,5.18,Medium,16.84,4.1,Medium
27.75,24.17,73.44,0.378,58.27,68.25,33.23,6.07,Wheat,0,0,0,5.09,Low,9.85,4.55,Low
29.06,176.58,43.36,0.718,62.48,48.63,46.43,5.35,Wheat,0,0,0,4.99,Medium,10.69,4.41,Medium
27.59,68.97,78.53,0.519,40.17,53.65,25.39,6.3,Rice,0,0,0,4.45,Low,6.7,4.22,Low
29.22,143.08,69.8,0.282,53.65,47.54,17.95,7.43,Maize,0,0,0,4.56,Low,7.09,4.23,Low
26.23,72.59,98.0,0.529,53.31,60.23,59.11,6.82,Wheat,0,0,0,5.94,Low,15.0,4.95,Medium
34.27,99.99,52.6,0.514,15.12,28.56,36.7,7.91,Rice,1,0,0,4.71,High,21.33,3.93,Medium
24.72,40.25,66.56,0.194,51.05,7.27,61.09,6.62,Wheat,0,0,0,4.22,Low,16.07,3.44,Medium
32.66,113.59,93.18,0.406,52.17,32.65,64.63,8.21,Wheat,0,0,0,5.21,Medium,14.96,4.38,Medium
23.78,152.57,84.68,0.593,52.11,44.7,38.71,6.62,Rice,1,0,0,4.61,Medium,13.97,3.68,Medium
26.7,28.06,58.25,0.389,80.49,39.82,56.85,6.52,Maize,0,0,1,4.74,Low,3.36,4.45,Low
21.64,153.93,71.14,0.354,33.12,41.31,38.08,5.6,Maize,0,0,0,4.87,Low,2.81,4.83,Low
29.28,59.02,68.03,0.432,40.16,53.85,20.31,7.28,Maize,0,0,0,4.8,Low,4.5,4.64,Low
34.23,233.62,71.95,0.367,10.0,42.58,49.85,6.15,Maize,0,0,0,4.84,Medium,15.12,4.22,Medium
26.61,144.61,58.22,0.451,46.34,47.59,40.94,6.05,Maize,0,0,0,5.23,Low,6.34,4.99,Low
26.02,130.33,66.75,0.57,47.88,26.73,41.4,7.4,Wheat,0,0,0,5.01,Medium,10.08,4.88,Medium
21.43,84.28,45.63,0.403,45.82,24.86,77.63,7.31,Maize,0,0,1,4.71,Low,10.78,4.07,Medium
25.85,300.0,69.89,0.61,74.94,57.37,25.11,7.29,Wheat,1,0,0,6.02,Medium,15.87,4.78,Medium
19.04,69.26,74.3,0.472,70.49,39.21,53.74,6.25,Wheat,0,0,0,4.82,Low,4.42,4.42,Low
22.44,46.66,64.82,0.453,56.4,30.52,33.08,6.46,Maize,0,0,0,4.73,Low,6.43,4.3,Low
28.13,60.42,45.39,0.504,48.33,30.54,61.62,6.46,Wheat,0,0,0,4.95,Low,11.97,4.19,Medium
33.6,168.48,81.84,0.59,73.47,30.21,52.48,7.05,Wheat,0,1,0,5.5,Medium,14.86,4.7,Medium
40.0,98.84,73.1,0.527,54.64,29.49,53.69,7.59,Maize,0,0,1,4.25,Low,7.6,4.15,Low
24.07,90.14,57.84,0.481,40.27,22.6,33.83,6.76,Cotton,0,0,0,4.13,Low,2.27,4.32,Low
34.18,69.93,64.07,0.41,24.11,19.99,36.52,7.88,Cotton,1,0,0,4.35,Medium,9.43,4.03,Low
28.22,87.27,46.99,0.414,47.06,35.66,61.91,7.13,Wheat,0,0,0,5.52,Low,2.89,5.75,Low
26.24,66.83,53.64,0.356,68.58,30.88,74.56,6.34,Wheat,0,0,0,5.14,Low,13.23,4.39,Medium
29.16,137.52,60.47,0.344,95.98,51.29,55.2,7.08,Maize,0,0,0,5.51,Low,10.12,4.66,Medium
27.31,79.37,85.2,0.3,56.11,41.52,34.54,7.69,Wheat,0,0,0,4.91,Low,8.55,4.68,Low
27.55,61.17,59.05,0.345,41.22,41.18,53.08,7.9,Cotton,0,0,0,4.15,Low,5.74,3.59,Low
24.96,160.46,76.96,0.517,33.67,29.08,84.41,7.33,Wheat,0,0,0,5.71,Medium,10.7,4.96,Medium
20.01,47.71,60.46,0.501,64.94,36.55,49.54,6.52,Rice,0,0,0,4.93,Low,4.46,4.8,Low
19.28,99.69,71.47,0.415,23.24,42.33,69.93,6.35,Rice,0,0,1,4.35,Medium,15.84,3.64,Medium
30.27,21.08,66.02,0.426,64.91,46.59,36.9,6.9,Cotton,0,0,0,4.67,Low,6.85,4.32,Low
25.62,34.71,80.22,0.45,69.72,36.87,47.37,7.67,Rice,0,0,0,4.67,Low,16.32,3.69,Medium
24.02,74.02,60.51,0.366,62.85,50.95,57.29,6.8,Rice,0,0,0,5.67,Low,13.0,4.93,Medium
27.04,66.03,45.98,0.439,51.05,38.1,53.96,6.82,Wheat,0,0,0,4.74,Low,13.24,4.29,Medium
30.97,65.96,48.65,0.355,65.17,47.51,36.5,6.54,Rice,0,1,0,4.96,Low,10.69,4.44,Medium
27.9,145.38,60.55,0.607,58.08,32.12,35.86,6.27,Wheat,0,0,0,5.42,Low,6.31,4.93,Low
23.72,150.29,50.51,0.544,40.99,16.25,62.82,6.39,Maize,0,0,0,4.61,Low,10.39,3.91,Medium
33.13,111.48,73.74,0.315,88.31,41.22,65.87,6.59,Rice,1,0,0,5.49,Low,6.6,4.98,Low
34.9,45.93,61.48,0.371,48.67,46.7,70.68,7.7,Cotton,0,0,0,4.85,Low,14.52,4.22,Medium
29.47,86.84,98.0,0.569,68.96,44.9,75.06,6.33,Cotton,0,0,0,4.61,Medium,19.62,3.77,Medium
31.87,252.2,43.67,0.585,11.46,43.07,50.02,6.54,Wheat,1,0,0,5.23,Medium,20.05,4.04,Medium
33.21,300.0,70.85,0.705,77.98,33.82,43.33,5.89,Rice,0,0,0,6.01,Medium,19.51,4.44,Medium
32.65,161.35,52.21,0.548,81.44,28.32,68.26,7.0,Maize,0,0,0,5.6,Low,14.96,4.83,Medium
30.07,47.21,61.09,0.253,55.54,44.62,58.7,7.46,Rice,0,0,0,4.77,Low,2.26,4.5,Low
29.99,87.32,69.98,0.456,65.06,43.12,33.26,7.64,Wheat,0,0,0,5.1,Low,15.35,4.44,Medium
29.6,107.15,35.44,0.289,65.05,31.27,32.5,6.64,Cotton,0,0,0,5.5,Low,7.26,4.96,Low
21.51,97.71,71.32,0.355,43.43,51.31,55.38,6.9,Cotton,1,1,0,4.36,Medium,8.38,3.82,Low
30.5,171.04,94.64,0.613,64.85,27.41,45.34,6.39,Maize,0,0,1,5.16,Medium,14.99,4.42,Medium
20.22,141.72,61.65,0.506,40.44,31.0,47.6,6.87,Wheat,0,0,0,5.18,Low,1.4,5.53,Low
23.03,45.43,71.64,0.324,44.04,57.64,64.09,6.72,Maize,0,1,0,5.01,Medium,16.61,4.31,Medium
33.52,62.16,82.35,0.419,75.28,48.42,59.39,6.54,Maize,1,0,0,5.32,Medium,9.85,4.82,Low
31.2,160.97,65.7,0.487,72.54,33.7,67.95,6.6,Wheat,0,0,0,6.7,Low,8.67,6.19,Low
34.44,201.33,59.87,0.543,42.29,41.45,19.03,6.82,Maize,1,0,0,5.33,Medium,18.54,4.03,Medium
25.64,107.95,36.14,0.495,41.8,39.86,51.8,6.29,Rice,0,0,0,5.44,Low,5.31,4.95,Low
21.24,215.43,76.97,0.486,43.38,5.05,58.42,6.33,Rice,0,0,0,4.92,Low,6.93,4.13,Low
25.8,100.73,66.42,0.425,68.19,27.12,25.1,7.7,Wheat,0,0,0,4.51,Low,2.79,4.69,Low
27.51,51.16,53.82,0.33,37.0,37.39,38.18,8.4,Rice,0,0,0,4.32,Low,6.45,4.32,Low
27.39,134.38,69.77,0.303,61.42,33.72,35.39,5.66,Rice,0,1,0,5.36,Low,18.3,4.45,Medium
32.67,300.0,59.83,0.568,68.44,40.97,48.33,5.62,Cotton,1,0,0,6.13,Medium,22.11,4.8,Medium
25.19,38.34,60.6,0.503,53.41,51.55,72.42,5.83,Cotton,0,0,0,5.16,Low,6.94,4.53,Low
28.76,210.87,76.49,0.592,73.18,34.14,78.34,6.43,Maize,0,1,0,5.71,Medium,11.55,5.02,Medium
22.06,130.01,49.26,0.324,49.52,25.31,35.79,7.13,Cotton,0,0,0,4.61,Low,7.83,4.58,Low
29.25,59.72,82.66,0.218,51.15,41.9,55.9,6.91,Cotton,0,0,0,4.64,Medium,14.52,3.99,Medium
27.02,21.52,48.43,0.315,37.41,34.08,56.38,6.62,Rice,0,0,0,4.74,Low,6.32,4.34,Low
23.25,14.88,58.72,0.474,73.31,36.13,53.81,6.87,Wheat,0,0,0,5.25,Low,10.12,4.4,Medium
25.82,65.87,94.92,0.36,41.2,34.5,53.98,6.02,Wheat,0,0,0,4.21,Low,8.19,4.11,Low
26.08,117.87,83.78,0.572,61.3,64.9,52.56,6.33,Rice,1,0,0,5.79,Low,4.17,5.53,Low
25.65,154.31,69.37,0.52,53.72,11.11,73.31,6.49,Maize,0,0,1,4.85,Medium,15.48,3.79,Medium
35.86,174.9,54.83,0.557,36.05,33.34,64.54,5.39,Wheat,0,0,1,5.24,Medium,9.33,4.58,Low
26.51,111.77,60.59,0.301,44.04,37.96,32.1,5.69,Wheat,0,0,0,4.68,Low,10.92,3.94,Medium
25.78,101.67,69.03,0.516,79.89,28.63,59.94,5.71,Rice,1,0,0,6.03,Medium,13.94,5.16,Medium
16.51,75.59,68.53,0.357,58.63,48.8,61.39,7.03,Rice,0,0,0,4.73,Low,0.69,4.74,Low
22.53,119.56,66.73,0.53,36.84,47.76,52.72,6.67,Cotton,1,0,0,5.03,Medium,14.44,4.22,Medium
25.68,60.33,67.57,0.291,60.5,37.43,64.97,6.93,Rice,0,1,0,5.19,Low,1.26,5.27,Low
23.57,39.84,65.0,0.366,52.37,34.75,50.82,5.21,Rice,0,1,0,4.25,Medium,16.77,3.56,Medium
33.91,97.9,47.81,0.453,117.17,36.66,51.01,5.46,Rice,1,0,0,5.6,Medium,13.01,5.06,Medium
26.18,147.59,60.77,0.462,60.13,36.74,49.82,6.96,Wheat,1,0,0,5.14,Medium,21.4,3.98,Medium
33.44,33.82,80.8,0.381,48.15,37.06,17.73,4.55,Maize,0,0,0,4.13,Low,12.29,4.17,Medium
27.31,65.88,48.84,0.352,80.56,35.74,46.79,7.36,Wheat,0,0,0,4.89,Low,3.76,4.61,Low
27.19,95.71,65.35,0.35,21.86,41.03,37.98,5.22,Rice,0,0,0,5.0,Medium,5.92,4.54,Low
26.56,94.48,56.52,0.574,56.7,47.04,30.2,7.09,Rice,0,0,1,4.77,Low,4.98,4.34,Low
27.02,128.0,69.56,0.558,90.9,23.24,69.51,5.88,Cotton,1,0,0,5.83,Low,3.11,5.61,Low
35.59,248.16,62.56,0.522,52.91,25.39,55.56,7.23,Maize,0,0,0,5.54,Medium,26.3,3.77,High
15.4,15.01,88.68,0.375,23.8,17.02,47.55,8.5,Maize,0,0,0,3.3,Medium,17.96,2.76,Medium
16.99,254.43,75.09,0.531,47.87,48.4,39.53,4.91,Maize,0,1,0,5.71,High,34.73,3.39,High
24.28,241.96,49.63,0.472,81.18,41.0,52.44,6.99,Maize,0,0,0,5.28,Low,11.86,4.69,Medium
27.07,155.78,77.4,0.59,61.77,44.06,62.87,5.23,Rice,0,0,0,5.76,Low,7.28,5.1,Low
30.45,106.75,57.15,0.258,39.9,20.85,35.6,6.8,Wheat,0,1,1,4.27,Medium,13.87,3.61,Medium
29.37,61.13,59.92,0.466,42.67,59.42,47.93,6.36,Wheat,0,0,0,4.83,Low,12.43,4.34,Medium
25.08,154.69,72.39,0.46,44.93,30.69,61.02,6.59,Wheat,0,0,0,4.52,Medium,15.25,4.25,Medium
32.1,110.07,61.12,0.411,61.5,40.02,18.96,5.86,Cotton,0,0,0,4.94,Low,3.77,4.56,Low
32.15,76.63,80.5,0.433,79.09,48.25,47.14,7.05,Wheat,1,0,1,5.6,Medium,20.49,4.42,Medium
27.92,152.39,57.16,0.541,73.94,26.16,41.56,5.49,Maize,0,0,0,4.97,Medium,12.83,4.2,Medium
31.81,167.67,59.33,0.419,63.21,31.44,45.99,7.37,Cotton,0,0,1,4.94,Medium,12.18,4.18,Medium
28.36,200.45,58.81,0.612,31.03,40.15,40.48,6.21,Wheat,0,0,0,5.34,Low,0.0,5.21,Low
24.19,56.67,60.08,0.379,31.1,72.29,50.06,5.52,Cotton,0,0,0,4.99,Low,10.54,4.61,Medium
30.49,185.92,83.39,0.398,64.6,41.61,76.85,7.62,Maize,0,0,0,4.45,Medium,14.4,3.72,Medium
27.55,77.55,76.8,0.376,30.78,57.28,43.14,6.45,Cotton,0,0,0,5.61,Low,8.4,5.54,Low
27.01,106.93,91.94,0.566,50.94,52.47,52.38,7.84,Wheat,0,0,0,5.4,Low,10.39,4.91,Medium
34.36,119.62,98.0,0.611,60.47,42.42,77.92,7.35,Wheat,0,0,1,5.6,Medium,15.7,4.54,Medium
15.0,177.38,53.57,0.585,34.52,26.13,39.75,5.94,Wheat,1,0,0,4.77,Medium,12.52,4.1,Medium
19.91,143.47,68.99,0.353,36.56,50.72,75.22,6.44,Rice,0,0,0,4.23,Low,9.85,3.67,Low
21.06,75.81,51.53,0.44,53.31,20.02,48.08,6.58,Wheat,0,0,1,4.97,Low,10.56,4.59,Medium
25.18,16.89,57.11,0.405,64.07,57.21,74.73,7.57,Cotton,0,0,1,4.78,Low,7.08,4.15,Low
25.73,127.11,59.18,0.525,74.11,40.4,59.25,6.81,Maize,1,0,1,5.69,Medium,17.8,4.44,Medium
19.46,104.27,53.2,0.504,65.93,6.2,52.61,6.62,Rice,0,0,1,4.75,Low,7.68,4.28,Low
22.07,37.97,53.27,0.382,56.33,33.91,47.02,6.36,Wheat,1,1,0,4.75,Low,5.98,4.59,Low
22.7,111.84,65.98,0.427,41.57,45.85,38.64,6.46,Rice,0,0,1,4.5,Low,8.79,4.33,Low
39.29,94.96,50.97,0.353,35.72,35.16,49.14,7.41,Rice,0,0,0,4.88,Low,2.56,5.01,Low
36.01,199.33,79.79,0.349,45.8,46.58,61.46,6.5,Cotton,0,0,0,4.7,Medium,14.93,4.09,Medium
24.94,264.24,55.15,0.651,62.38,27.8,47.8,6.22,Wheat,0,0,0,6.75,Low,6.83,6.28,Low
25.18,165.28,98.0,0.517,61.06,22.33,43.25,6.1,Wheat,0,0,0,6.22,Low,7.89,5.87,Low
21.25,91.59,61.68,0.466,17.2,37.14,44.24,6.11,Maize,0,1,0,5.16,Low,0.0,4.96,Low
17.46,100.31,69.01,0.287,40.86,38.38,62.89,5.52,Rice,0,0,1,5.29,Medium,13.3,4.25,Medium
26.42,55.3,49.87,0.431,76.68,33.82,66.38,5.97,Rice,0,0,0,5.09,Low,14.44,4.44,Medium
22.01,62.63,91.89,0.581,56.43,52.73,37.99,7.55,Maize,0,1,0,5.47,Low,11.53,4.65,Medium
26.58,88.3,83.67,0.414,29.49,27.8,37.97,6.36,Maize,0,0,0,4.45,Medium,16.57,3.7,Medium
19.0,82.59,72.16,0.393,97.4,41.76,53.69,6.99,Cotton,0,0,0,4.67,Low,17.41,3.88,Medium
23.19,36.35,49.14,0.375,54.48,38.82,70.91,4.76,Maize,0,0,0,5.47,Low,9.62,4.99,Low
